id,nombre_etiqueta,source
345,apretan,ponencias
346,apretar,ponencias
347,aprobación,ponencias
348,aprobada,ponencias
349,aprobado,ponencias
350,aprobar,ponencias
351,aprobes,ponencias
352,aprovecha,ponencias
353,aprovechado,ponencias
354,aprovechando,ponencias
355,aprovechar,ponencias
356,aprovecho,ponencias
357,aprovechéis,ponencias
358,aproximadamente,ponencias
359,aproximar,ponencias
360,apruebo,ponencias
361,apto,ponencias
362,apuesta,ponencias
363,apunta,ponencias
364,apuntado,ponencias
365,apuntando,ponencias
366,apuntara,ponencias
367,apuntarme,ponencias
368,apuntaros,ponencias
369,apuntarse,ponencias
370,aragon,ponencias
371,archivados,ponencias
372,archivo,ponencias
373,ardua,ponencias
374,argumentación,ponencias
375,arqueta,ponencias
376,arquitecta,ponencias
377,arquitecto,ponencias
378,arquitectos,ponencias
379,arquitectura,ponencias
380,arraigado,ponencias
381,arrancado,ponencias
382,arrancamos,ponencias
383,arrasó,ponencias
384,arreglado,ponencias
385,arreglarles,ponencias
386,arreglarlo,ponencias
387,arriba,ponencias
388,artificial,ponencias
389,arténico,ponencias
390,artículo,ponencias
391,artículos,ponencias
392,ascuras,ponencias
393,aseco,ponencias
394,asegura,ponencias
395,asegurar,ponencias
396,aseguro,ponencias
397,aseminurado,ponencias
398,asesventado,ponencias
399,asiento,ponencias
400,asigna,ponencias
401,asignado,ponencias
402,asignamos,ponencias
403,asignan,ponencias
404,asimilado,ponencias
405,asistencia,ponencias
406,asistente,ponencias
407,asistentes,ponencias
408,asistir,ponencias
409,asociación,ponencias
410,asociada,ponencias
411,asociadas,ponencias
412,asociado,ponencias
413,asociador,ponencias
414,asociados,ponencias
415,asociamos,ponencias
416,aspirante,ponencias
417,aspirantes,ponencias
418,asuma,ponencias
419,asunto,ponencias
420,asuntos,ponencias
421,asuste,ponencias
422,ataco,ponencias
423,atención,ponencias
424,atendemos,ponencias
425,atender,ponencias
426,atentamente,ponencias
427,atento,ponencias
428,aterrizado,ponencias
429,atiré,ponencias
430,atis,ponencias
431,atrapada,ponencias
432,atrás,ponencias
433,auk,ponencias
434,aumento,ponencias
435,aumentos,ponencias
436,ausencia,ponencias
437,ausente,ponencias
438,auto,ponencias
439,autobaremos,ponencias
440,autobusigencia,ponencias
441,autoliquiaciones,ponencias
442,autoliquiación,ponencias
443,autoliquidaciones,ponencias
444,autoliquidación,ponencias
445,autoliquidado,ponencias
446,autoliquidar,ponencias
447,automatismo,ponencias
448,automatizada,ponencias
449,automatizadas,ponencias
450,automatizar,ponencias
451,automatizarlo,ponencias
452,automatizaríamos,ponencias
453,automatizábamos,ponencias
454,automática,ponencias
455,automáticamente,ponencias
456,automático,ponencias
457,autor,ponencias
458,autores,ponencias
459,autoriza,ponencias
460,autorización,ponencias
461,autorizados,ponencias
462,autovaremos,ponencias
463,autoxigente,ponencias
464,auténtico,ponencias
465,auténticos,ponencias
466,autónoma,ponencias
467,autónomas,ponencias
468,auxiliar,ponencias
469,auxilio,ponencias
470,avance,ponencias
471,avances,ponencias
472,avantas,ponencias
473,avanza,ponencias
474,avanzada,ponencias
475,avanzadas,ponencias
476,avanzado,ponencias
477,avanzador,ponencias
478,avanzando,ponencias
479,avanzar,ponencias
480,aventamiento,ponencias
481,averiguando,ponencias
482,avisan,ponencias
483,avisco,ponencias
484,avisen,ponencias
485,aviso,ponencias
486,avisos,ponencias
487,avión,ponencias
488,avorices,ponencias
489,ayer,ponencias
490,ayuda,ponencias
491,ayudado,ponencias
492,ayudamos,ponencias
493,ayudan,ponencias
494,ayudando,ponencias
495,ayudar,ponencias
496,ayudaron,ponencias
497,ayudaros,ponencias
498,ayudas,ponencias
499,ayude,ponencias
500,ayudó,ponencias
501,ayuntamiento,ponencias
502,ayuntamientos,ponencias
503,azul,ponencias
504,azúcar,ponencias
505,aís,ponencias
506,añadido,ponencias
507,añadir,ponencias
508,añadéis,ponencias
509,bacofis,ponencias
510,bagaje,ponencias
511,bailada,ponencias
512,baja,ponencias
513,bajado,ponencias
514,bajando,ponencias
515,bajar,ponencias
516,bajarlo,ponencias
517,bajas,ponencias
518,baje,ponencias
519,bajquez,ponencias
520,bajándolas,ponencias
521,balance,ponencias
522,balancha,ponencias
523,balduque,ponencias
524,balígrafo,ponencias
525,balígrafos,ponencias
526,banca,ponencias
527,bancaria,ponencias
528,bancarias,ponencias
529,banco,ponencias
530,bancos,ponencias
531,banda,ponencias
532,bandeja,ponencias
533,barbaridad,ponencias
534,baremo,ponencias
535,bares,ponencias
536,barra,ponencias
537,barras,ponencias
538,barrera,ponencias
539,barreras,ponencias
540,barrio,ponencias
541,barrios,ponencias
542,barro,ponencias
543,basada,ponencias
544,basado,ponencias
545,base,ponencias
546,bases,ponencias
547,basque,ponencias
548,bastante,ponencias
549,bastantes,ponencias
550,basura,ponencias
551,basuras,ponencias
552,batalla,ponencias
553,batería,ponencias
554,baño,ponencias
555,bebers,ponencias
556,becas,ponencias
557,bellísima,ponencias
558,beneficios,ponencias
559,bicicleta,ponencias
560,bienes,ponencias
561,biennual,ponencias
562,bienvenida,ponencias
563,bienvenidos,ponencias
564,binario,ponencias
565,biométrica,ponencias
566,bizun,ponencias
567,blanco,ponencias
568,bloque,ponencias
569,bloqueado,ponencias
570,bloqueados,ponencias
571,bloqueante,ponencias
572,bocadillos,ponencias
573,bola,ponencias
574,boletín,ponencias
575,bolsa,ponencias
576,bolsas,ponencias
577,bolsillo,ponencias
578,bolí,ponencias
579,bolígrafos,ponencias
580,bonificaciones,ponencias
581,bonificación,ponencias
582,bonificado,ponencias
583,bonmati,ponencias
584,borajine,ponencias
585,bordo,ponencias
586,borrador,ponencias
587,botas,ponencias
588,botella,ponencias
589,botoncito,ponencias
590,botón,ponencias
591,braver,ponencias
592,breve,ponencias
593,brima,ponencias
594,broma,ponencias
595,brutal,ponencias
596,brutalmente,ponencias
597,bucle,ponencias
598,buen,ponencias
599,buenísima,ponencias
600,bufera,ponencias
601,bureaucracia,ponencias
602,burogracia,ponencias
603,burogrática,ponencias
604,bus,ponencias
605,busca,ponencias
606,buscador,ponencias
607,buscamos,ponencias
608,buscan,ponencias
609,buscando,ponencias
610,buscar,ponencias
611,buscábamos,ponencias
612,busqueis,ponencias
613,butuación,ponencias
614,básica,ponencias
615,básicamente,ponencias
616,básicas,ponencias
617,básicos,ponencias
618,bázquez,ponencias
619,búsqueda,ponencias
620,búsquedas,ponencias
621,c-contable,ponencias
622,caba,ponencias
623,cabe,ponencias
624,cabeza,ponencias
625,cabezas,ponencias
626,cableado,ponencias
627,cables,ponencias
628,cabo,ponencias
629,cabre,ponencias
630,cac,ponencias
631,cadáver,ponencias
632,cae,ponencias
633,caer,ponencias
634,café,ponencias
635,caja,ponencias
636,cajaja,ponencias
637,cajas,ponencias
638,cajero,ponencias
639,cajón,ponencias
640,calado,ponencias
641,calcula,ponencias
642,calculado,ponencias
643,calculadora,ponencias
644,calculados,ponencias
645,calculan,ponencias
646,calculando,ponencias
647,calcular,ponencias
648,calcularlo,ponencias
649,calcularme,ponencias
650,calcularse,ponencias
651,calculo,ponencias
652,caldía,ponencias
653,calendario,ponencias
654,calibre,ponencias
655,calidad,ponencias
656,calistado,ponencias
657,callamos,ponencias
658,calle,ponencias
659,calzaba,ponencias
660,calés,ponencias
661,cambia,ponencias
662,cambiado,ponencias
663,cambiamos,ponencias
664,cambian,ponencias
665,cambiando,ponencias
666,cambiar,ponencias
667,cambiarlo,ponencias
668,cambiaría,ponencias
669,cambio,ponencias
670,cambié,ponencias
671,cambió,ponencias
672,caminata,ponencias
673,caminen,ponencias
674,camino,ponencias
675,campito,ponencias
676,campo,ponencias
677,campos,ponencias
678,camposino,ponencias
679,campurrales,ponencias
680,canal,ponencias
681,canales,ponencias
682,canalice,ponencias
683,canasta,ponencias
684,cancina,ponencias
685,candidato,ponencias
686,cansa,ponencias
687,cansados,ponencias
688,cantidad,ponencias
689,cantos,ponencias
690,canvalaches,ponencias
691,canzoncillo,ponencias
692,caos,ponencias
693,capa,ponencias
694,capaces,ponencias
695,capacidad,ponencias
696,capacidades,ponencias
697,capacitación,ponencias
698,capacitados,ponencias
699,capacitamos,ponencias
700,capacitar,ponencias
701,capacitaros,ponencias
702,capas,ponencias
703,capaz,ponencias
704,capbeis,ponencias
705,capital,ponencias
706,capricho,ponencias
707,capítulo,ponencias
708,cara,ponencias
709,características,ponencias
710,carajo,ponencias
711,caras,ponencias
712,carga,ponencias
713,cargar,ponencias
714,cargo,ponencias
715,cargue,ponencias
716,cariño,ponencias
717,cariñosamente,ponencias
718,carles,ponencias
719,carlos,ponencias
720,carmen,ponencias
721,carna,ponencias
722,carnauñoz,ponencias
723,caro,ponencias
724,carpeta,ponencias
725,carpetas,ponencias
726,carr,ponencias
727,carrera,ponencias
728,carretera,ponencias
729,carreteras,ponencias
730,carta,ponencias
731,cartas,ponencias
732,cartera,ponencias
733,cartulina,ponencias
734,cartón,ponencias
735,carácter,ponencias
736,caráster,ponencias
737,casa,ponencias
738,casas,ponencias
739,casolina,ponencias
740,castileón,ponencias
741,casualmente,ponencias
742,casuísticas,ponencias
743,catalanas,ponencias
744,catalizador,ponencias
745,cataluña,ponencias
746,catalán,ponencias
747,catastra,ponencias
748,catastral,ponencias
749,catastrales,ponencias
750,catastrao,ponencias
751,categoría,ponencias
752,categorías,ponencias
753,catálogo,ponencias
754,catástrof,ponencias
755,causante,ponencias
756,causas,ponencias
757,cazadora,ponencias
758,caí,ponencias
759,caía,ponencias
760,caído,ponencias
761,cañón,ponencias
762,cedado,ponencias
763,celebrar,ponencias
764,celías,ponencias
765,censo,ponencias
766,centralizada,ponencias
767,centralizadito,ponencias
768,centran,ponencias
769,centrar,ponencias
770,centrarlo,ponencias
771,centrarnos,ponencias
772,centrarse,ponencias
773,centrarán,ponencias
774,centremos,ponencias
775,centro,ponencias
776,ceo,ponencias
777,cerca,ponencias
778,cercano,ponencias
779,cercanías,ponencias
780,cerebro,ponencias
781,cero,ponencias
782,cerquita,ponencias
783,cerrada,ponencias
784,cerradas,ponencias
785,cerrados,ponencias
786,cerramos,ponencias
787,cerrando,ponencias
788,cerrar,ponencias
789,cerraramos,ponencias
790,certifica,ponencias
791,certificaciones,ponencias
792,certificación,ponencias
793,certificadas,ponencias
794,certificado,ponencias
795,certificados,ponencias
796,certificandos,ponencias
797,certificar,ponencias
798,certificarse,ponencias
799,certifico,ponencias
800,certificó,ponencias
801,chale,ponencias
802,chapoz,ponencias
803,charla,ponencias
804,charlas,ponencias
805,chatbots,ponencias
806,check-in-blanco,ponencias
807,checks,ponencias
808,chica,ponencias
809,chicas,ponencias
810,chicos,ponencias
811,chiquitito,ponencias
812,chistera,ponencias
813,choos,ponencias
814,chulas,ponencias
815,chulo,ponencias
816,chupa,ponencias
817,chupaba,ponencias
818,ciberse,ponencias
819,ciberseguridad,ponencias
820,ciclo,ponencias
821,cicuela-cuela,ponencias
822,cie,ponencias
823,cien,ponencias
824,ciento,ponencias
825,científico,ponencias
826,científicos,ponencias
827,cienzo,ponencias
828,cierra,ponencias
829,cierre,ponencias
830,cierro,ponencias
831,cinco,ponencias
832,cincuenta,ponencias
833,circuito,ponencias
834,circuitos,ponencias
835,circunstancias,ponencias
836,cita,ponencias
837,ciudad,ponencias
838,ciudadana,ponencias
839,ciudadano,ponencias
840,ciudadanos,ponencias
841,ciudadanía,ponencias
842,ciudades,ponencias
843,civil,ponencias
844,clado,ponencias
845,clago,ponencias
846,clara,ponencias
847,claras,ponencias
848,claridad,ponencias
849,claro,ponencias
850,clarísimo,ponencias
851,clasificación,ponencias
852,clasificar,ponencias
853,clave,ponencias
854,claves,ponencias
855,clicar,ponencias
856,cliente,ponencias
857,clientes,ponencias
858,clío,ponencias
859,co-digitales,ponencias
860,coassociado,ponencias
861,cobertura,ponencias
862,cobradas,ponencias
863,cobramos,ponencias
864,cobrandole,ponencias
865,cobrar,ponencias
866,cobraré,ponencias
867,cobras,ponencias
868,cobro,ponencias
869,cobros,ponencias
870,coche,ponencias
871,coches,ponencias
872,cocientas,ponencias
873,cocina,ponencias
874,code,ponencias
875,codificación,ponencias
876,codigo,ponencias
877,codos,ponencias
878,coeficientes,ponencias
879,coge,ponencias
880,cogemos,ponencias
881,cogen,ponencias
882,coger,ponencias
883,cogerá,ponencias
884,cogeáis,ponencias
885,cogido,ponencias
886,cogieron,ponencias
887,coinciden,ponencias
888,coincidido,ponencias
889,coincidimos,ponencias
890,cojaire,ponencias
891,cojo,ponencias
892,cola,ponencias
893,colaboración,ponencias
894,colaborado,ponencias
895,colaborar,ponencias
896,colas,ponencias
897,colectiva,ponencias
898,colectividad,ponencias
899,colectivos,ponencias
900,colegiados,ponencias
901,colegios,ponencias
902,colgar,ponencias
903,colgeados,ponencias
904,coloquio,ponencias
905,colores,ponencias
906,comarca,ponencias
907,comarcal,ponencias
908,combinamos,ponencias
909,come,ponencias
910,comedia,ponencias
911,comedor,ponencias
912,comencé,ponencias
913,comentaba,ponencias
914,comentabais,ponencias
915,comentado,ponencias
916,comentando,ponencias
917,comentar,ponencias
918,comentas,ponencias
919,comentábamos,ponencias
920,comentáis,ponencias
921,comentó,ponencias
922,comenzamos,ponencias
923,comer,ponencias
924,comercial,ponencias
925,comerciales,ponencias
926,comercio,ponencias
927,comestamos,ponencias
928,comiciéndome,ponencias
929,comida,ponencias
930,comisiones,ponencias
931,comisión,ponencias
932,comoción,ponencias
933,compagnando,ponencias
934,comparar,ponencias
935,comparta,ponencias
936,compartan,ponencias
937,compartas,ponencias
938,comparten,ponencias
939,compartida,ponencias
940,compartido,ponencias
941,compartiendo,ponencias
942,compartir,ponencias
943,compartirlo,ponencias
944,compartirlos,ponencias
945,compartiros,ponencias
946,compartirán,ponencias
947,compañera,ponencias
948,compañeras,ponencias
949,compañero,ponencias
950,compañeros,ponencias
951,compañía,ponencias
952,competencia,ponencias
953,competencial,ponencias
954,competición,ponencias
955,competitiva,ponencias
956,compilación,ponencias
957,compis,ponencias
958,compleja,ponencias
959,complejo,ponencias
960,complementando,ponencias
961,complementar,ponencias
962,complementaremos,ponencias
963,complementaria,ponencias
964,completa,ponencias
965,completada,ponencias
966,completamente,ponencias
967,completamos,ponencias
968,completan,ponencias
969,completo,ponencias
970,completos,ponencias
971,complicada,ponencias
972,complicado,ponencias
973,complicados,ponencias
974,complice,ponencias
975,complicáis,ponencias
976,compone,ponencias
977,componente,ponencias
978,compra,ponencias
979,comprada,ponencias
980,comprado,ponencias
981,comprar,ponencias
982,comprarlo,ponencias
983,comprará,ponencias
984,compras,ponencias
985,comprendamos,ponencias
986,comprendemos,ponencias
987,comprender,ponencias
988,comprenderéis,ponencias
989,comprensible,ponencias
990,comprensión,ponencias
991,compreva,ponencias
992,comprobaciones,ponencias
993,comprobación,ponencias
994,comprobamos,ponencias
995,comprobarlo,ponencias
996,comprometida,ponencias
997,comprometido,ponencias
998,compromiso,ponencias
999,compruebe,ponencias
1000,compró,ponencias
1001,compuesto,ponencias
1002,comunes,ponencias
1003,comunica,ponencias
1004,comunicaciones,ponencias
1005,comunicación,ponencias
1006,comunicamos,ponencias
1007,comunicaremos,ponencias
1008,comunicarnos,ponencias
1009,comunicarse,ponencias
1010,comunicarte,ponencias
1011,comunidad,ponencias
1012,comunidades,ponencias
1013,comunique,ponencias
1014,comuniquen,ponencias
1015,común,ponencias
1016,concedido,ponencias
1017,concedidos,ponencias
1018,concejal,ponencias
1019,concentradas,ponencias
1020,concepto,ponencias
1021,conceptos,ponencias
1022,conceptual,ponencias
1023,concesiones,ponencias
1024,conciencia,ponencias
1025,concisa,ponencias
1026,concluir,ponencias
1027,conclusiones,ponencias
1028,conclusión,ponencias
1029,concluya,ponencias
1030,concretamente,ponencias
1031,concretas,ponencias
1032,concreto,ponencias
1033,concretos,ponencias
1034,concurrencia,ponencias
1035,concurso,ponencias
1036,condensa,ponencias
1037,condicionar,ponencias
1038,condiciones,ponencias
1039,condición,ponencias
1040,conecta,ponencias
1041,conectada,ponencias
1042,conectadas,ponencias
1043,conectado,ponencias
1044,conectando,ponencias
1045,conectar,ponencias
1046,conectará,ponencias
1047,conectas,ponencias
1048,conecte,ponencias
1049,conexiones,ponencias
1050,conexión,ponencias
1051,confejada,ponencias
1052,confesionarios,ponencias
1053,confesión,ponencias
1054,confianza,ponencias
1055,confiar,ponencias
1056,configura,ponencias
1057,configuraciones,ponencias
1058,configuración,ponencias
1059,configurado,ponencias
1060,configuradores,ponencias
1061,configurados,ponencias
1062,configuramos,ponencias
1063,configurar,ponencias
1064,configurarte,ponencias
1065,configuren,ponencias
1066,configuréis,ponencias
1067,confirmado,ponencias
1068,confirme,ponencias
1069,conformadas,ponencias
1070,conformado,ponencias
1071,conforme,ponencias
1072,confort,ponencias
1073,congestión,ponencias
1074,congreso,ponencias
1075,conjuntamente,ponencias
1076,conjunto,ponencias
1077,conjuntos,ponencias
1078,conllevado,ponencias
1079,conmigo,ponencias
1080,conoce,ponencias
1081,conocedadores,ponencias
1082,conocedores,ponencias
1083,conocemos,ponencias
1084,conocer,ponencias
1085,conocerla,ponencias
1086,conoceréis,ponencias
1087,conoces,ponencias
1088,conocida,ponencias
1089,conocidas,ponencias
1090,conocido,ponencias
1091,conocimiento,ponencias
1092,conocimos,ponencias
1093,conocéis,ponencias
1094,conocí,ponencias
1095,conocía,ponencias
1096,conocíais,ponencias
1097,conocíamos,ponencias
1098,conocían,ponencias
1099,conozcamos,ponencias
1100,conozcan,ponencias
1101,conozco,ponencias
1102,conozcáis,ponencias
1103,conquista,ponencias
1104,conscientes,ponencias
1105,consecuencia,ponencias
1106,conseguido,ponencias
1107,conseguimos,ponencias
1108,conseguir,ponencias
1109,conseguí,ponencias
1110,consejades,ponencias
1111,consejal,ponencias
1112,consejo,ponencias
1113,consejos,ponencias
1114,conselco,ponencias
1115,considerado,ponencias
1116,considerarán,ponencias
1117,considero,ponencias
1118,consigue,ponencias
1119,consiguiendolo,ponencias
1120,consiguió,ponencias
1121,consiste,ponencias
1122,consolidación,ponencias
1123,consolidando,ponencias
1124,consolidar,ponencias
1125,consorcio,ponencias
1126,constante,ponencias
1127,constantemente,ponencias
1128,constanti,ponencias
1129,constitución,ponencias
1130,constituye,ponencias
1131,constituyeron,ponencias
1132,construcciones,ponencias
1133,construcción,ponencias
1134,constructor,ponencias
1135,constructora,ponencias
1136,construido,ponencias
1137,construir,ponencias
1138,construyas,ponencias
1139,construyendo,ponencias
1140,consulta,ponencias
1141,consultar,ponencias
1142,consultoria,ponencias
1143,consultáis,ponencias
1144,consume,ponencias
1145,contabilidad,ponencias
1146,contabilidades,ponencias
1147,contabilización,ponencias
1148,contabilizan,ponencias
1149,contable,ponencias
1150,contablemente,ponencias
1151,contables,ponencias
1152,contactar,ponencias
1153,contacto,ponencias
1154,contad,ponencias
1155,contadnos,ponencias
1156,contado,ponencias
1157,contamos,ponencias
1158,contando,ponencias
1159,contar,ponencias
1160,contaremos,ponencias
1161,contarlos,ponencias
1162,contaros,ponencias
1163,contavia,ponencias
1164,contenerte,ponencias
1165,contenido,ponencias
1166,contenidos,ponencias
1167,contentos,ponencias
1168,contestar,ponencias
1169,contexto,ponencias
1170,contextual,ponencias
1171,contextualizar,ponencias
1172,continua,ponencias
1173,continuado,ponencias
1174,continuamente,ponencias
1175,continuamos,ponencias
1176,continuar,ponencias
1177,continuaron,ponencias
1178,continuidad,ponencias
1179,continuo,ponencias
1180,continúa,ponencias
1181,continúe,ponencias
1182,contraria,ponencias
1183,contrario,ponencias
1184,contrata,ponencias
1185,contratación,ponencias
1186,contratar,ponencias
1187,contrato,ponencias
1188,contratos,ponencias
1189,contrera,ponencias
1190,contribuyente,ponencias
1191,contribuyentes,ponencias
1192,control,ponencias
1193,controlado,ponencias
1194,controlados,ponencias
1195,controlamos,ponencias
