id,nombre_etiqueta,source
346,apunta,ponencias
347,apuntado,ponencias
348,apuntando,ponencias
349,apuntara,ponencias
350,apuntarme,ponencias
351,apuntaro,ponencias
352,apuntarse,ponencias
353,aragon,ponencias
354,archivado,ponencias
355,archivo,ponencias
356,ardua,ponencias
357,argumentación,ponencias
358,arqueta,ponencias
359,arquitecta,ponencias
360,arquitecto,ponencias
361,arquitectura,ponencias
362,arraigado,ponencias
363,arrancado,ponencias
364,arrancamos,ponencias
365,arrasó,ponencias
366,arreglado,ponencias
367,arreglarl,ponencias
368,arreglarlo,ponencias
369,arriba,ponencias
370,artificial,ponencias
371,arténico,ponencias
372,artículo,ponencias
373,ascura,ponencias
374,aseco,ponencias
375,asegura,ponencias
376,asegurar,ponencias
377,aseguro,ponencias
378,aseminurado,ponencias
379,asesventado,ponencias
380,asiento,ponencias
381,asigna,ponencias
382,asignado,ponencias
383,asignamos,ponencias
384,asignan,ponencias
385,asimilado,ponencias
386,asistencia,ponencias
387,asistente,ponencias
388,asistir,ponencias
389,asociación,ponencias
390,asociada,ponencias
391,asociado,ponencias
392,asociador,ponencias
393,asociamos,ponencias
394,aspirante,ponencias
395,asuma,ponencias
396,asunto,ponencias
397,asuste,ponencias
398,ataco,ponencias
399,atención,ponencias
400,atendemos,ponencias
401,atender,ponencias
402,atentamente,ponencias
403,atento,ponencias
404,aterrizado,ponencias
405,atiré,ponencias
406,atis,ponencias
407,atrapada,ponencias
408,atrás,ponencias
409,auk,ponencias
410,aumento,ponencias
411,ausencia,ponencias
412,ausente,ponencias
413,auto,ponencias
414,autobaremos,ponencias
415,autobusigencia,ponencias
416,autoliquiacion,ponencias
417,autoliquiación,ponencias
418,autoliquidacion,ponencias
419,autoliquidación,ponencias
420,autoliquidado,ponencias
421,autoliquidar,ponencias
422,automatismo,ponencias
423,automatizada,ponencias
424,automatizar,ponencias
425,automatizarlo,ponencias
426,automatizaríamos,ponencias
427,automatizábamos,ponencias
428,automática,ponencias
429,automáticamente,ponencias
430,automático,ponencias
431,autor,ponencias
432,autoriza,ponencias
433,autorización,ponencias
434,autorizado,ponencias
435,autovaremos,ponencias
436,autoxigente,ponencias
437,auténtico,ponencias
438,autónoma,ponencias
439,auxiliar,ponencias
440,auxilio,ponencias
441,avance,ponencias
442,avanta,ponencias
443,avanz,ponencias
444,avanza,ponencias
445,avanzada,ponencias
446,avanzado,ponencias
447,avanzador,ponencias
448,avanzando,ponencias
449,avanzar,ponencias
450,aventamiento,ponencias
451,averiguando,ponencias
452,avisan,ponencias
453,avisco,ponencias
454,avisen,ponencias
455,aviso,ponencias
456,avión,ponencias
457,avoriz,ponencias
458,ayer,ponencias
459,ayuda,ponencias
460,ayudado,ponencias
461,ayudamos,ponencias
462,ayudan,ponencias
463,ayudando,ponencias
464,ayudar,ponencias
465,ayudaro,ponencias
466,ayudaron,ponencias
467,ayude,ponencias
468,ayudó,ponencias
469,ayuntamiento,ponencias
470,azul,ponencias
471,azúcar,ponencias
472,aís,ponencias
473,añadido,ponencias
474,añadir,ponencias
475,añadéis,ponencias
476,bacofis,ponencias
477,bagaje,ponencias
478,bailada,ponencias
479,baja,ponencias
480,bajado,ponencias
481,bajando,ponencias
482,bajar,ponencias
483,bajarlo,ponencias
484,baje,ponencias
485,bajquez,ponencias
486,bajándola,ponencias
487,balance,ponencias
488,balancha,ponencias
489,balduque,ponencias
490,balígrafo,ponencias
491,banca,ponencias
492,bancaria,ponencias
493,banco,ponencias
494,banda,ponencias
495,bandeja,ponencias
496,bar,ponencias
497,barbaridad,ponencias
498,baremo,ponencias
499,barra,ponencias
500,barrera,ponencias
501,barrio,ponencias
502,barro,ponencias
503,bas,ponencias
504,basada,ponencias
505,basado,ponencias
506,base,ponencias
507,basque,ponencias
508,bastante,ponencias
509,basura,ponencias
510,batalla,ponencias
511,batería,ponencias
512,baño,ponencias
513,bebers,ponencias
514,beca,ponencias
515,bellísima,ponencias
516,beneficio,ponencias
517,bicicleta,ponencias
518,bien,ponencias
519,biennual,ponencias
520,bienvenida,ponencias
521,bienvenido,ponencias
522,binario,ponencias
523,biométrica,ponencias
524,bizun,ponencias
525,blanco,ponencias
526,bloque,ponencias
527,bloqueado,ponencias
528,bloqueante,ponencias
529,bocadillo,ponencias
530,bola,ponencias
531,boletín,ponencias
532,bolsa,ponencias
533,bolsillo,ponencias
534,bolí,ponencias
535,bolígrafo,ponencias
536,bonificacion,ponencias
537,bonificación,ponencias
538,bonificado,ponencias
539,bonmati,ponencias
540,borajine,ponencias
541,bordo,ponencias
542,borrador,ponencias
543,bota,ponencias
544,botella,ponencias
545,botoncito,ponencias
546,botón,ponencias
547,braver,ponencias
548,breve,ponencias
549,brima,ponencias
550,broma,ponencias
551,brutal,ponencias
552,brutalmente,ponencias
553,bucle,ponencias
554,buen,ponencias
555,buenísima,ponencias
556,bufera,ponencias
557,bureaucracia,ponencias
558,burogracia,ponencias
559,burogrática,ponencias
560,bus,ponencias
561,busca,ponencias
562,buscador,ponencias
563,buscamos,ponencias
564,buscan,ponencias
565,buscando,ponencias
566,buscar,ponencias
567,buscábamos,ponencias
568,busqueis,ponencias
569,butuación,ponencias
570,básica,ponencias
571,básicamente,ponencias
572,básico,ponencias
573,bázquez,ponencias
574,búsqueda,ponencias
575,c-contable,ponencias
576,caba,ponencias
577,cabe,ponencias
578,cabeza,ponencias
579,cabl,ponencias
580,cableado,ponencias
581,cabo,ponencias
582,cabre,ponencias
583,cac,ponencias
584,cadáver,ponencias
585,cae,ponencias
586,caer,ponencias
587,café,ponencias
588,caja,ponencias
589,cajaja,ponencias
590,cajero,ponencias
591,cajón,ponencias
592,calado,ponencias
593,calcula,ponencias
594,calculado,ponencias
595,calculadora,ponencias
596,calculan,ponencias
597,calculando,ponencias
598,calcular,ponencias
599,calcularlo,ponencias
600,calcularme,ponencias
601,calcularse,ponencias
602,calculo,ponencias
603,caldía,ponencias
604,calendario,ponencias
605,calibre,ponencias
606,calidad,ponencias
607,calistado,ponencias
608,callamos,ponencias
609,calle,ponencias
610,calzaba,ponencias
611,calés,ponencias
612,cambia,ponencias
613,cambiado,ponencias
614,cambiamos,ponencias
615,cambian,ponencias
616,cambiando,ponencias
617,cambiar,ponencias
618,cambiarlo,ponencias
619,cambiaría,ponencias
620,cambio,ponencias
621,cambié,ponencias
622,cambió,ponencias
623,caminata,ponencias
624,caminen,ponencias
625,camino,ponencias
626,campito,ponencias
627,campo,ponencias
628,camposino,ponencias
629,campurral,ponencias
630,canal,ponencias
631,canalice,ponencias
632,canasta,ponencias
633,cancina,ponencias
634,candidato,ponencias
635,cansa,ponencias
636,cansado,ponencias
637,cantidad,ponencias
638,canto,ponencias
639,canvalache,ponencias
640,canzoncillo,ponencias
641,cao,ponencias
642,capa,ponencias
643,capacidad,ponencias
644,capacidade,ponencias
645,capacitación,ponencias
646,capacitado,ponencias
647,capacitamos,ponencias
648,capacitar,ponencias
649,capacitaro,ponencias
650,capaz,ponencias
651,capbeis,ponencias
652,capital,ponencias
653,capricho,ponencias
654,capítulo,ponencias
655,cara,ponencias
656,característica,ponencias
657,carajo,ponencias
658,carga,ponencias
659,cargar,ponencias
660,cargo,ponencias
661,cargue,ponencias
662,cariño,ponencias
663,cariñosamente,ponencias
664,carl,ponencias
665,carlo,ponencias
666,carmen,ponencias
667,carna,ponencias
668,carnauñoz,ponencias
669,caro,ponencias
670,carpeta,ponencias
671,carr,ponencias
672,carrera,ponencias
673,carretera,ponencias
674,carta,ponencias
675,cartera,ponencias
676,cartulina,ponencias
677,cartón,ponencias
678,carácter,ponencias
679,caráster,ponencias
680,casa,ponencias
681,casolina,ponencias
682,castileón,ponencias
683,casualmente,ponencias
684,casuística,ponencias
685,catalana,ponencias
686,catalizador,ponencias
687,cataluña,ponencias
688,catalán,ponencias
689,catastra,ponencias
690,catastral,ponencias
691,catastrao,ponencias
692,categoría,ponencias
693,catálogo,ponencias
694,catástrof,ponencias
695,causa,ponencias
696,causante,ponencias
697,cazadora,ponencias
698,caí,ponencias
699,caía,ponencias
700,caído,ponencias
701,cañón,ponencias
702,cedado,ponencias
703,celebrar,ponencias
704,celía,ponencias
705,censo,ponencias
706,centralizada,ponencias
707,centralizadito,ponencias
708,centran,ponencias
709,centrar,ponencias
710,centrarlo,ponencias
711,centrarno,ponencias
712,centrarse,ponencias
713,centrarán,ponencias
714,centremos,ponencias
715,centro,ponencias
716,ceo,ponencias
717,cerca,ponencias
718,cercano,ponencias
719,cercanía,ponencias
720,cerebro,ponencias
721,cero,ponencias
722,cerquita,ponencias
723,cerrada,ponencias
724,cerrado,ponencias
725,cerramos,ponencias
726,cerrando,ponencias
727,cerrar,ponencias
728,cerraramos,ponencias
729,certifica,ponencias
730,certificacion,ponencias
731,certificación,ponencias
732,certificada,ponencias
733,certificado,ponencias
734,certificando,ponencias
735,certificar,ponencias
736,certificarse,ponencias
737,certifico,ponencias
738,certificó,ponencias
739,chale,ponencias
740,chapoz,ponencias
741,charla,ponencias
742,chatbots,ponencias
743,check-in-blanco,ponencias
744,checks,ponencias
745,chica,ponencias
746,chico,ponencias
747,chiquitito,ponencias
748,chistera,ponencias
749,choo,ponencias
750,chula,ponencias
751,chulo,ponencias
752,chupa,ponencias
753,chupaba,ponencias
754,ciberse,ponencias
755,ciberseguridad,ponencias
756,ciclo,ponencias
757,cicuela-cuela,ponencias
758,cie,ponencias
759,cien,ponencias
760,ciento,ponencias
761,científico,ponencias
762,cienzo,ponencias
763,cierra,ponencias
764,cierre,ponencias
765,cierro,ponencias
766,cinco,ponencias
767,cincuenta,ponencias
768,circuito,ponencias
769,circunstancia,ponencias
770,cita,ponencias
771,ciudad,ponencias
772,ciudadana,ponencias
773,ciudadano,ponencias
774,ciudadanía,ponencias
775,ciudade,ponencias
776,civil,ponencias
777,clado,ponencias
778,clago,ponencias
779,clara,ponencias
780,claridad,ponencias
781,claro,ponencias
782,clarísimo,ponencias
783,clasificación,ponencias
784,clasificar,ponencias
785,clave,ponencias
786,clicar,ponencias
787,cliente,ponencias
788,clío,ponencias
789,co-digital,ponencias
790,coassociado,ponencias
791,cobertura,ponencias
792,cobra,ponencias
793,cobrada,ponencias
794,cobramos,ponencias
795,cobrandole,ponencias
796,cobrar,ponencias
797,cobraré,ponencias
798,cobro,ponencias
799,coche,ponencias
800,cocienta,ponencias
801,cocina,ponencias
802,code,ponencias
803,codificación,ponencias
804,codigo,ponencias
805,codo,ponencias
806,coeficiente,ponencias
807,coge,ponencias
808,cogemos,ponencias
809,cogen,ponencias
810,coger,ponencias
811,cogerá,ponencias
812,cogeáis,ponencias
813,cogido,ponencias
814,cogieron,ponencias
815,coinciden,ponencias
816,coincidido,ponencias
817,coincidimos,ponencias
818,cojaire,ponencias
819,cojo,ponencias
820,cola,ponencias
821,colaboración,ponencias
822,colaborado,ponencias
823,colaborar,ponencias
824,colectiva,ponencias
825,colectividad,ponencias
826,colectivo,ponencias
827,colegiado,ponencias
828,colegio,ponencias
829,colgar,ponencias
830,colgeado,ponencias
831,coloquio,ponencias
832,color,ponencias
833,comarca,ponencias
834,comarcal,ponencias
835,combinamos,ponencias
836,come,ponencias
837,comedia,ponencias
838,comedor,ponencias
839,comencé,ponencias
840,comenta,ponencias
841,comentaba,ponencias
842,comentabais,ponencias
843,comentado,ponencias
844,comentando,ponencias
845,comentar,ponencias
846,comentábamos,ponencias
847,comentáis,ponencias
848,comentó,ponencias
849,comenzamos,ponencias
850,comer,ponencias
851,comercial,ponencias
852,comercio,ponencias
853,comestamos,ponencias
854,comiciéndome,ponencias
855,comida,ponencias
856,comision,ponencias
857,comisión,ponencias
858,comoción,ponencias
859,compagnando,ponencias
860,comparar,ponencias
861,comparta,ponencias
862,compartan,ponencias
863,comparten,ponencias
864,compartida,ponencias
865,compartido,ponencias
866,compartiendo,ponencias
867,compartir,ponencias
868,compartirlo,ponencias
869,compartiro,ponencias
870,compartirán,ponencias
871,compañera,ponencias
872,compañero,ponencias
873,compañía,ponencias
874,competencia,ponencias
875,competencial,ponencias
876,competición,ponencias
877,competitiva,ponencias
878,compilación,ponencias
879,compis,ponencias
880,compleja,ponencias
881,complejo,ponencias
882,complementando,ponencias
883,complementar,ponencias
884,complementaremos,ponencias
885,complementaria,ponencias
886,completa,ponencias
887,completada,ponencias
888,completamente,ponencias
889,completamos,ponencias
890,completan,ponencias
891,completo,ponencias
892,complicada,ponencias
893,complicado,ponencias
894,complice,ponencias
895,complicáis,ponencias
896,compone,ponencias
897,componente,ponencias
898,compra,ponencias
899,comprada,ponencias
900,comprado,ponencias
901,comprar,ponencias
902,comprarlo,ponencias
903,comprará,ponencias
904,comprendamos,ponencias
905,comprendemos,ponencias
906,comprender,ponencias
907,comprenderéis,ponencias
908,comprensible,ponencias
909,comprensión,ponencias
910,compreva,ponencias
911,comprobacion,ponencias
912,comprobación,ponencias
913,comprobamos,ponencias
914,comprobarlo,ponencias
915,comprometida,ponencias
916,comprometido,ponencias
917,compromiso,ponencias
918,compruebe,ponencias
919,compró,ponencias
920,compuesto,ponencias
921,comun,ponencias
922,comunica,ponencias
923,comunicacion,ponencias
924,comunicación,ponencias
925,comunicamos,ponencias
926,comunicaremos,ponencias
927,comunicarno,ponencias
928,comunicarse,ponencias
929,comunicarte,ponencias
930,comunidad,ponencias
931,comunidade,ponencias
932,comunique,ponencias
933,comuniquen,ponencias
934,común,ponencias
935,concedido,ponencias
936,concejal,ponencias
937,concentrada,ponencias
938,concepto,ponencias
939,conceptual,ponencias
940,concesion,ponencias
941,conciencia,ponencias
942,concisa,ponencias
943,concluir,ponencias
944,conclusion,ponencias
945,conclusión,ponencias
946,concluya,ponencias
947,concreta,ponencias
948,concretamente,ponencias
949,concreto,ponencias
950,concurrencia,ponencias
951,concurso,ponencias
952,condensa,ponencias
953,condicion,ponencias
954,condicionar,ponencias
955,condición,ponencias
956,conecta,ponencias
957,conectada,ponencias
958,conectado,ponencias
959,conectando,ponencias
960,conectar,ponencias
961,conectará,ponencias
962,conecte,ponencias
963,conexion,ponencias
964,conexión,ponencias
965,confejada,ponencias
966,confesionario,ponencias
967,confesión,ponencias
968,confianza,ponencias
969,confiar,ponencias
970,configura,ponencias
971,configuracion,ponencias
972,configuración,ponencias
973,configurado,ponencias
974,configurador,ponencias
975,configuramos,ponencias
976,configurar,ponencias
977,configurarte,ponencias
978,configuren,ponencias
979,configuréis,ponencias
980,confirmado,ponencias
981,confirme,ponencias
982,conformada,ponencias
983,conformado,ponencias
984,conforme,ponencias
985,confort,ponencias
986,congestión,ponencias
987,congreso,ponencias
988,conjuntamente,ponencias
989,conjunto,ponencias
990,conllevado,ponencias
991,conmigo,ponencias
992,conoce,ponencias
993,conocedador,ponencias
994,conocedor,ponencias
995,conocemos,ponencias
996,conocer,ponencias
997,conocerla,ponencias
998,conoceréis,ponencias
999,conocida,ponencias
1000,conocido,ponencias
1001,conocimiento,ponencias
1002,conocimos,ponencias
1003,conocéis,ponencias
1004,conocí,ponencias
1005,conocía,ponencias
1006,conocíais,ponencias
1007,conocíamos,ponencias
1008,conocían,ponencias
1009,conoz,ponencias
1010,conozcamos,ponencias
1011,conozcan,ponencias
1012,conozco,ponencias
1013,conozcáis,ponencias
1014,conquista,ponencias
1015,consciente,ponencias
1016,consecuencia,ponencias
1017,conseguido,ponencias
1018,conseguimos,ponencias
1019,conseguir,ponencias
1020,conseguí,ponencias
1021,consejade,ponencias
1022,consejal,ponencias
1023,consejo,ponencias
1024,conselco,ponencias
1025,considerado,ponencias
1026,considerarán,ponencias
1027,considero,ponencias
1028,consigue,ponencias
1029,consiguiendolo,ponencias
1030,consiguió,ponencias
1031,consiste,ponencias
1032,consolidación,ponencias
1033,consolidando,ponencias
1034,consolidar,ponencias
1035,consorcio,ponencias
1036,constante,ponencias
1037,constantemente,ponencias
1038,constanti,ponencias
1039,constitución,ponencias
1040,constituye,ponencias
1041,constituyeron,ponencias
1042,construccion,ponencias
1043,construcción,ponencias
1044,constructor,ponencias
1045,constructora,ponencias
1046,construido,ponencias
1047,construir,ponencias
1048,construya,ponencias
1049,construyendo,ponencias
1050,consulta,ponencias
1051,consultar,ponencias
1052,consultoria,ponencias
1053,consultáis,ponencias
1054,consume,ponencias
1055,contabilidad,ponencias
1056,contabilidade,ponencias
1057,contabilización,ponencias
1058,contabilizan,ponencias
1059,contabl,ponencias
1060,contable,ponencias
1061,contablemente,ponencias
1062,contactar,ponencias
1063,contacto,ponencias
1064,contad,ponencias
1065,contadno,ponencias
1066,contado,ponencias
1067,contamos,ponencias
1068,contando,ponencias
1069,contar,ponencias
1070,contaremos,ponencias
1071,contarlo,ponencias
1072,contaro,ponencias
1073,contavia,ponencias
1074,contenerte,ponencias
1075,contenido,ponencias
1076,contento,ponencias
1077,contestar,ponencias
1078,contexto,ponencias
1079,contextual,ponencias
1080,contextualizar,ponencias
1081,continua,ponencias
1082,continuado,ponencias
1083,continuamente,ponencias
1084,continuamos,ponencias
1085,continuar,ponencias
1086,continuaron,ponencias
1087,continuidad,ponencias
1088,continuo,ponencias
1089,continúa,ponencias
1090,continúe,ponencias
1091,contraria,ponencias
1092,contrario,ponencias
1093,contrata,ponencias
1094,contratación,ponencias
1095,contratar,ponencias
1096,contrato,ponencias
1097,contrera,ponencias
1098,contribuyente,ponencias
1099,control,ponencias
1100,controlado,ponencias
1101,controlamos,ponencias
1102,controlan,ponencias
1103,controlar,ponencias
1104,contáis,ponencias
1105,contéis,ponencias
1106,contó,ponencias
1107,convencido,ponencias
1108,convenio,ponencias
1109,convergencia,ponencias
1110,conversacion,ponencias
1111,conversación,ponencias
1112,conversar,ponencias
1113,convertir,ponencias
1114,convierte,ponencias
1115,convirtió,ponencias
1116,convoca,ponencias
1117,convocación,ponencias
1118,convocada,ponencias
1119,convocamos,ponencias
1120,convocatoria,ponencias
1121,conzajar,ponencias
1122,conésten,ponencias
1123,conía,ponencias
1124,coordenada,ponencias
1125,coordinación,ponencias
1126,coordinada,ponencias
1127,coordinador,ponencias
1128,coordinar,ponencias
1129,coordinó,ponencias
1130,copiable,ponencias
1131,copiar,ponencias
1132,corazón,ponencias
1133,corazóncito,ponencias
1134,corona,ponencias
1135,corporación,ponencias
1136,corre,ponencias
1137,correcta,ponencias
1138,correctiva,ponencias
1139,correctivo,ponencias
1140,correcto,ponencias
1141,correo,ponencias
1142,correspondiente,ponencias
1143,corresta,ponencias
1144,corriendo,ponencias
1145,corriente,ponencias
1146,corrobora,ponencias
1147,corroboro,ponencias
1148,corse,ponencias
1149,cortando,ponencias
1150,corte,ponencias
1151,cortilla,ponencias
1152,cortingl,ponencias
1153,corto,ponencias
1154,cortocircuito,ponencias
1155,cortó,ponencias
1156,cosica,ponencias
1157,cosilla,ponencias
1158,cosita,ponencias
1159,coso,ponencias
1160,costaba,ponencias
1161,costado,ponencias
1162,costante,ponencias
1163,coste,ponencias
1164,costiente,ponencias
1165,costosa,ponencias
1166,costó,ponencias
1167,crea,ponencias
1168,creación,ponencias
1169,creado,ponencias
1170,creamos,ponencias
1171,creando,ponencias
1172,crear,ponencias
1173,crearlo,ponencias
1174,crearme,ponencias
1175,crearno,ponencias
1176,crease,ponencias
1177,crecer,ponencias
1178,creciendo,ponencias
1179,credencial,ponencias
1180,creemos,ponencias
1181,crees,ponencias
1182,creo,ponencias
1183,cretar,ponencias
1184,cretu,ponencias
1185,crez,ponencias
1186,creéis,ponencias
1187,creído,ponencias
1188,creó,ponencias
1189,crisis,ponencias
1190,cristalera,ponencias
1191,cristalizar,ponencias
1192,cristina,ponencias
1193,critican,ponencias
1194,crm,ponencias
1195,crucial,ponencias
1196,cruda,ponencias
1197,cruzado,ponencias
1198,cruzar,ponencias
1199,cruzó,ponencias
1200,crédito,ponencias
1201,cuadra,ponencias
1202,cuadrado,ponencias
1203,cuadrarlo,ponencias
