id,nombre_etiqueta,source
174,quiere,ponencias
175,decir,ponencias
176,esto,ponencias
177,nuestra,ponencias
178,tortuga,ponencias
179,nuestra,ponencias
180,entrañable,ponencias
181,tortuga,ponencias
182,de,ponencias
183,la,ponencias
184,cuario,ponencias
185,de,ponencias
186,la,ponencias
187,primera,ponencias
188,promoción,ponencias
189,aquí,ponencias
190,algunos,ponencias
191,incluso,ponencias
192,si,ponencias
193,tienen,ponencias
194,la,ponencias
195,vista,ponencias
196,tampoco,ponencias
197,aguda,ponencias
198,verán,ponencias
199,esa,ponencias
200,ausencia,ponencias
201,enorme,ponencias
202,en,ponencias
203,forma,ponencias
204,de,ponencias
205,hipopótamo,ponencias
206,que,ponencias
207,juan,ponencias
208,nos,ponencias
209,contó,ponencias
210,que,ponencias
211,nos,ponencias
212,hace,ponencias
213,todavía,ponencias
214,todos,ponencias
215,sonreír,ponencias
216,cuando,ponencias
217,nos,ponencias
218,acordamos,ponencias
219,de,ponencias
220,aquella,ponencias
221,anecdota,ponencias
222,que,ponencias
223,la,ponencias
224,verdad,ponencias
225,es,ponencias
226,que,ponencias
227,se,ponencias
228,queda,ponencias
229,en,ponencias
230,una,ponencias
231,anecdota,ponencias
232,pero,ponencias
233,yo,ponencias
234,creo,ponencias
235,que,ponencias
236,es,ponencias
237,un,ponencias
238,poco,ponencias
239,una,ponencias
240,metáfora,ponencias
241,de,ponencias
242,nuestro,ponencias
243,proyecto,ponencias
244,de,ponencias
245,nuestra,ponencias
246,comunidad,ponencias
247,esta,ponencias
248,es,ponencias
249,la,ponencias
250,comunidad,ponencias
251,aquí,ponencias
252,si,ponencias
253,os,ponencias
254,fijáis,ponencias
255,algo,ponencias
256,uno,ponencias
257,estáis,ponencias
258,igual,ponencias
259,en,ponencias
260,la,ponencias
261,misma,ponencias
262,posición,ponencias
263,ya,ponencias
264,lo,ponencias
265,veréis,ponencias
266,para,ponencias
267,nosotros,ponencias
268,es,ponencias
269,muy,ponencias
270,importante,ponencias
271,el,ponencias
272,concepto,ponencias
273,de,ponencias
274,la,ponencias
275,comunidad,ponencias
276,nosotros,ponencias
277,estos,ponencias
278,encuentros,ponencias
279,son,ponencias
280,la,ponencias
281,gasolina,ponencias
282,la,ponencias
283,energía,ponencias
284,que,ponencias
285,mueve,ponencias
286,todo,ponencias
287,el,ponencias
288,programa,ponencias
289,para,ponencias
290,nosotros,ponencias
291,que,ponencias
292,vengáis,ponencias
293,que,ponencias
294,repitáis,ponencias
295,que,ponencias
296,todos,ponencias
297,los,ponencias
298,años,ponencias
299,estéis,ponencias
300,aquí,ponencias
301,que,ponencias
302,participéis,ponencias
303,como,ponencias
304,participáis,ponencias
305,de,ponencias
306,verdad,ponencias
307,que,ponencias
308,es,ponencias
309,un,ponencias
310,honor,ponencias
311,un,ponencias
312,placer,ponencias
313,nunca,ponencias
314,estaremos,ponencias
315,suficientemente,ponencias
316,agradecidos,ponencias
317,por,ponencias
318,ello,ponencias
319,porque,ponencias
320,al,ponencias
321,final,ponencias
322,organizar,ponencias
323,cosas,ponencias
324,impulsar,ponencias
325,proyectos,ponencias
326,está,ponencias
327,muy,ponencias
328,bien,ponencias
329,si,ponencias
330,al,ponencias
331,otro,ponencias
332,lado,ponencias
333,al,ponencias
334,que,ponencias
335,le,ponencias
336,pasas,ponencias
337,la,ponencias
338,pelota,ponencias
339,sabe,ponencias
340,votar,ponencias
341,saben,ponencias
342,testar,ponencias
343,lo,ponencias
344,hace,ponencias
345,bien,ponencias
346,en,ponencias
347,este,ponencias
348,caso,ponencias
349,con,ponencias
350,vosotros,ponencias
351,es,ponencias
352,magnífico,ponencias
353,porque,ponencias
354,es,ponencias
355,increíble,ponencias
356,lo,ponencias
357,que,ponencias
358,sois,ponencias
359,capaces,ponencias
360,de,ponencias
361,hacer,ponencias
362,cuando,ponencias
363,iniciamos,ponencias
364,todos,ponencias
365,las,ponencias
366,promociones,ponencias
367,siempre,ponencias
368,intento,ponencias
369,transmitiros,ponencias
370,un,ponencias
371,poquito,ponencias
372,como,ponencias
373,fue,ponencias
374,el,ponencias
375,germen,ponencias
376,que,ponencias
377,dio,ponencias
378,forma,ponencias
379,lo,ponencias
380,que,ponencias
381,hoy,ponencias
382,es,ponencias
383,una,ponencias
384,realidad,ponencias
385,que,ponencias
386,es,ponencias
387,esta,ponencias
388,comunidad,ponencias
389,hace,ponencias
390,años,ponencias
391,porque,ponencias
392,la,ponencias
393,pandemia,ponencias
394,hizo,ponencias
395,un,ponencias
396,paréntesis,ponencias
397,en,ponencias
398,todo,ponencias
399,este,ponencias
400,proyecto,ponencias
401,que,ponencias
402,pintamos,ponencias
403,en,ponencias
404,aquella,ponencias
405,época,ponencias
406,un,ponencias
407,desayuno,ponencias
408,tecnológico,ponencias
409,ese,ponencias
410,fue,ponencias
411,el,ponencias
412,germen,ponencias
413,de,ponencias
414,nuestra,ponencias
415,certificación,ponencias
416,fijaros,ponencias
417,fijaros,ponencias
418,lo,ponencias
419,que,ponencias
420,hemos,ponencias
421,construido,ponencias
422,al,ponencias
423,final,ponencias
424,entre,ponencias
425,todos,ponencias
426,finalmente,ponencias
427,todos,ponencias
428,hemos,ponencias
429,construido,ponencias
430,un,ponencias
431,foro,ponencias
432,grande,ponencias
433,de,ponencias
434,personas,ponencias
435,un,ponencias
436,foro,ponencias
437,en,ponencias
438,el,ponencias
439,que,ponencias
440,estamos,ponencias
441,todos,ponencias
442,gusto,ponencias
443,en,ponencias
444,el,ponencias
445,que,ponencias
446,todo,ponencias
447,fluye,ponencias
448,con,ponencias
449,un,ponencias
450,devenir,ponencias
451,que,ponencias
452,han,ponencias
453,surgido,ponencias
454,las,ponencias
455,cosas,ponencias
456,de,ponencias
457,una,ponencias
458,forma,ponencias
459,muy,ponencias
460,natural,ponencias
461,sobre,ponencias
462,todo,ponencias
463,por,ponencias
464,la,ponencias
465,implicación,ponencias
466,muestra,ponencias
467,por,ponencias
468,todo,ponencias
469,lo,ponencias
470,que,ponencias
471,hemos,ponencias
472,ido,ponencias
473,haciendo,ponencias
474,estos,ponencias
475,años,ponencias
476,yo,ponencias
477,sí,ponencias
478,en,ponencias
479,aquel,ponencias
480,momento,ponencias
481,cuando,ponencias
482,hablábamos,ponencias
483,de,ponencias
484,desayunos,ponencias
485,tecnológicos,ponencias
486,me,ponencias
487,llegan,ponencias
488,decir,ponencias
489,que,ponencias
490,hoy,ponencias
491,estamos,ponencias
492,aquí,ponencias
493,haciendo,ponencias
494,esto,ponencias
495,que,ponencias
496,hemos,ponencias
497,hecho,ponencias
498,lo,ponencias
499,que,ponencias
500,hemos,ponencias
501,hecho,ponencias
502,los,ponencias
503,últimos,ponencias
504,tres,ponencias
505,años,ponencias
506,yo,ponencias
507,no,ponencias
508,me,ponencias
509,lo,ponencias
510,habría,ponencias
511,creído,ponencias
512,porque,ponencias
513,hemos,ponencias
514,construido,ponencias
515,algo,ponencias
516,muy,ponencias
517,grande,ponencias
518,muy,ponencias
519,difícil,ponencias
520,de,ponencias
521,anticipar,ponencias
522,que,ponencias
523,al,ponencias
524,final,ponencias
525,estas,ponencias
526,cosas,ponencias
527,surgen,ponencias
528,porque,ponencias
529,hay,ponencias
530,sintonía,ponencias
531,hay,ponencias
532,sintonía,ponencias
533,además,ponencias
534,de,ponencias
535,que,ponencias
536,las,ponencias
537,cosas,ponencias
538,se,ponencias
539,hacen,ponencias
540,con,ponencias
541,un,ponencias
542,sentido,ponencias
543,tienen,ponencias
544,un,ponencias
545,sentido,ponencias
546,lo,ponencias
547,hay,ponencias
548,sintonía,ponencias
549,con,ponencias
550,vosotros,ponencias
551,hay,ponencias
552,sintonía,ponencias
553,porque,ponencias
554,cada,ponencias
555,vez,ponencias
556,que,ponencias
557,impulsamos,ponencias
558,un,ponencias
559,proyecto,ponencias
560,respondéis,ponencias
561,porque,ponencias
562,cada,ponencias
563,vez,ponencias
564,que,ponencias
565,os,ponencias
566,decimos,ponencias
567,algo,ponencias
568,ahí,ponencias
569,estáis,ponencias
570,yo,ponencias
571,creo,ponencias
572,que,ponencias
573,en,ponencias
574,ese,ponencias
575,sentido,ponencias
576,cuando,ponencias
577,nosotros,ponencias
578,los,ponencias
579,tres,ponencias
580,años,ponencias
581,os,ponencias
582,recibimos,ponencias
583,vemos,ponencias
584,en,ponencias
585,vuestras,ponencias
586,caras,ponencias
587,la,ponencias
588,alegría,ponencias
589,de,ponencias
590,reencontraros,ponencias
591,con,ponencias
592,vuestros,ponencias
593,compañeros,ponencias
594,de,ponencias
595,reencontraros,ponencias
596,con,ponencias
597,nosotros,ponencias
598,con,ponencias
599,todas,ponencias
600,las,ponencias
601,personas,ponencias
602,de,ponencias
603,despúblico,ponencias
604,la,ponencias
605,verdad,ponencias
606,es,ponencias
607,maravilloso,ponencias
608,estos,ponencias
609,días,ponencias
610,para,ponencias
611,nosotros,ponencias
612,siempre,ponencias
613,lo,ponencias
614,decimos,ponencias
615,siempre,ponencias
616,pablo,ponencias
617,dice,ponencias
618,estás,ponencias
619,la,ponencias
620,semana,ponencias
621,más,ponencias
622,importante,ponencias
623,del,ponencias
624,año,ponencias
625,mal,ponencias
626,departamento,ponencias
627,es,ponencias
628,verdad,ponencias
629,para,ponencias
630,nosotros,ponencias
631,es,ponencias
632,lo,ponencias
633,más,ponencias
634,importante,ponencias
635,del,ponencias
636,departamento,ponencias
637,todas,ponencias
638,son,ponencias
639,importantes,ponencias
640,todas,ponencias
641,tienen,ponencias
642,su,ponencias
643,grado,ponencias
644,de,ponencias
645,importancia,ponencias
646,pero,ponencias
647,está,ponencias
648,realmente,ponencias
649,es,ponencias
650,especial,ponencias
651,nosotros,ponencias
652,cuando,ponencias
653,pensamos,ponencias
654,en,ponencias
655,la,ponencias
656,comunidad,ponencias
657,cuando,ponencias
658,la,ponencias
659,diseñamos,ponencias
660,esto,ponencias
661,ya,ponencias
662,fue,ponencias
663,posterior,ponencias
664,los,ponencias
665,desayunos,ponencias
666,tecnológicos,ponencias
667,cuando,ponencias
668,llamaduramos,ponencias
669,ese,ponencias
670,concepto,ponencias
671,pensamos,ponencias
672,ostras,ponencias
673,tenemos,ponencias
674,que,ponencias
675,hacer,ponencias
676,que,ponencias
677,un,ponencias
678,alumno,ponencias
679,sea,ponencias
680,el,ponencias
681,ponente,ponencias
682,el,ponencias
683,protagonista,ponencias
684,de,ponencias
685,un,ponencias
686,evento,ponencias
687,lo,ponencias
688,conseguimos,ponencias
689,soy,ponencias
690,los,ponencias
691,protagonistas,ponencias
692,de,ponencias
693,todos,ponencias
694,los,ponencias
695,eventos,ponencias
696,vuestras,ponencias
697,charlas,ponencias
698,vuestras,ponencias
699,ponencias,ponencias
700,el,ponencias
701,feedback,ponencias
702,que,ponencias
703,recibimos,ponencias
704,de,ponencias
705,vuestros,ponencias
706,compañeros,ponencias
707,son,ponencias
708,que,ponencias
709,chulo,ponencias
710,lo,ponencias
711,que,ponencias
712,presentó,ponencias
713,palmira,ponencias
714,maría,ponencias
715,juan,ponencias
716,mar,ponencias
717,que,ponencias
718,chulo,ponencias
719,todo,ponencias
720,todo,ponencias
721,el,ponencias
722,mundo,ponencias
723,tiene,ponencias
724,muy,ponencias
725,buenas,ponencias
726,palabras,ponencias
727,de,ponencias
728,eso,ponencias
729,porque,ponencias
730,aportan,ponencias
731,mucho,ponencias
732,valor,ponencias
733,lo,ponencias
734,que,ponencias
735,hacéis,ponencias
736,pero,ponencias
737,no,ponencias
738,solo,ponencias
739,en,ponencias
740,las,ponencias
741,ponencias,ponencias
742,digamos,ponencias
743,vamos,ponencias
744,estas,ponencias
745,cosas,ponencias
746,locas,ponencias
747,que,ponencias
748,si,ponencias
749,no,ponencias
750,se,ponencias
751,ocurre,ponencias
752,nosotros,ponencias
753,haces,ponencias
754,un,ponencias
755,podcast,ponencias
756,venga,ponencias
757,va,ponencias
758,así,ponencias
759,que,ponencias
760,está,ponencias
761,muy,ponencias
762,de,ponencias
763,moda,ponencias
764,quién,ponencias
765,es,ponencias
766,el,ponencias
767,protagonista,ponencias
768,del,ponencias
769,podcast,ponencias
770,el,ponencias
771,experto,ponencias
772,de,ponencias
773,ia,ponencias
774,de,ponencias
775,turno,ponencias
776,el,ponencias
777,experto,ponencias
778,de,ponencias
779,ciberse,ponencias
780,gorda,ponencias
781,de,ponencias
782,turno,ponencias
783,no,ponencias
784,vosotros,ponencias
785,entonces,ponencias
786,montamos,ponencias
787,el,ponencias
788,podcast,ponencias
789,michael,ponencias
790,carlos,ponencias
791,susana,ponencias
792,john,ponencias
793,carr,ponencias
794,que,ponencias
795,se,ponencias
796,hace,ponencias
797,un,ponencias
798,podcast,ponencias
799,para,ponencias
800,explicarnos,ponencias
801,que,ponencias
802,se,ponencias
803,pone,ponencias
804,firmar,ponencias
805,con,ponencias
806,el,ponencias
807,móvil,ponencias
808,gestionar,ponencias
809,5.000,ponencias
810,metros,ponencias
811,de,ponencias
812,altitud,ponencias
813,allí,ponencias
814,con,ponencias
815,su,ponencias
816,hermano,ponencias
817,anécdotas,ponencias
818,que,ponencias
819,nos,ponencias
820,contáis,ponencias
821,que,ponencias
822,abris,ponencias
823,vuestro,ponencias
824,corazón,ponencias
825,abris,ponencias
826,vuestra,ponencias
827,vida,ponencias
828,para,ponencias
829,que,ponencias
830,otros,ponencias
831,compañeros,ponencias
832,lo,ponencias
833,vean,ponencias
834,el,ponencias
835,último,ponencias
836,que,ponencias
837,hizo,ponencias
838,juan,ponencias
839,sea,ponencias
840,son,ponencias
841,iniciativas,ponencias
842,que,ponencias
843,nosotros,ponencias
844,os,ponencias
845,las,ponencias
846,ponemos,ponencias
847,responderéis,ponencias
848,de,ponencias
849,una,ponencias
850,forma,ponencias
851,que,ponencias
852,muchos,ponencias
853,casos,ponencias
854,para,ponencias
855,nosotros,ponencias
856,es,ponencias
857,increíble,ponencias
858,no,ponencias
859,solo,ponencias
860,eso,ponencias
861,sino,ponencias
862,que,ponencias
863,una,ponencias
864,de,ponencias
865,las,ponencias
866,cosas,ponencias
867,que,ponencias
868,cuando,ponencias
869,evolucionamos,ponencias
870,ese,ponencias
871,concepto,ponencias
872,del,ponencias
873,desayuno,ponencias
874,tecnológico,ponencias
875,tiene,ponencias
876,que,ponencias
877,haber,ponencias
878,una,ponencias
879,espacio,ponencias
880,en,ponencias
881,la,ponencias
882,comunidad,ponencias
883,para,ponencias
884,compartir,ponencias
885,conocimiento,ponencias
886,para,ponencias
887,que,ponencias
888,no,ponencias
889,solo,ponencias
890,haya,ponencias
891,una,ponencias
892,ponencia,ponencias
893,en,ponencias
894,el,ponencias
895,que,ponencias
896,explique,ponencias
897,cómo,ponencias
898,eche,ponencias
899,un,ponencias
900,procedimiento,ponencias
901,sino,ponencias
902,para,ponencias
903,que,ponencias
904,podamos,ponencias
905,establecer,ponencias
906,mecanismos,ponencias
907,para,ponencias
908,que,ponencias
909,vosotros,ponencias
910,podáis,ponencias
911,compartir,ponencias
912,lo,ponencias
913,que,ponencias
914,hacéis,ponencias
915,en,ponencias
916,vuestra,ponencias
917,casa,ponencias
918,sea,ponencias
919,reutilizable,ponencias
920,en,ponencias
921,otras,ponencias
922,casas,ponencias
923,es,ponencias
924,algo,ponencias
925,que,ponencias
926,habíamos,ponencias
927,pensado,ponencias
928,en,ponencias
929,lo,ponencias
930,que,ponencias
931,hemos,ponencias
932,pensado,ponencias
933,mucho,ponencias
934,este,ponencias
935,año,ponencias
936,se,ponencias
937,nos,ponencias
938,ocurrió,ponencias
939,vamos,ponencias
940,hacer,ponencias
941,el,ponencias
942,tema,ponencias
943,de,ponencias
944,los,ponencias
945,posters,ponencias
946,ya,ponencias
947,que,ponencias
948,hacemos,ponencias
949,un,ponencias
950,congreso,ponencias
951,vamos,ponencias
952,hacer,ponencias
953,un,ponencias
954,congreso,ponencias
955,científico,ponencias
956,de,ponencias
957,verdad,ponencias
958,que,ponencias
959,hay,ponencias
960,poster,ponencias
961,científicos,ponencias
962,de,ponencias
963,verdad,ponencias
964,pero,ponencias
965,vamos,ponencias
966,hacerlo,ponencias
967,es,ponencias
968,verdad,ponencias
969,que,ponencias
970,os,ponencias
971,hemos,ponencias
972,puesto,ponencias
973,os,ponencias
974,hemos,ponencias
975,dado,ponencias
976,un,ponencias
977,pase,ponencias
978,para,ponencias
979,que,ponencias
980,tira,ponencias
981,esa,ponencias
982,canasta,ponencias
983,en,ponencias
984,una,ponencias
985,posición,ponencias
986,muy,ponencias
987,complicada,ponencias
988,porque,ponencias
989,no,ponencias
990,os,ponencias
991,hemos,ponencias
992,dado,ponencias
993,tiempo,ponencias
994,somos,ponencias
995,conscientes,ponencias
996,dijimos,ponencias
997,pero,ponencias
998,vamos,ponencias
999,hacerlo,ponencias
1000,porque,ponencias
1001,lo,ponencias
1002,hoy,ponencias
1003,vamos,ponencias
1004,hacerlo,ponencias
1005,dijimos,ponencias
1006,que,ponencias
1007,no,ponencias
1008,luego,ponencias
1009,hemos,ponencias
1010,dicho,ponencias
1011,que,ponencias
1012,sí,ponencias
1013,hoy,ponencias
1014,espasamos,ponencias
1015,la,ponencias
1016,pelota,ponencias
1017,triple,ponencias
1018,empezás,ponencias
1019,responder,ponencias
1020,enseguida,ponencias
1021,compartir,ponencias
1022,tenemos,ponencias
1023,ahora,ponencias
1024,un,ponencias
1025,elenco,ponencias
1026,de,ponencias
1027,posters,ponencias
1028,que,ponencias
1029,luego,ponencias
1030,vais,ponencias
1031,poder,ponencias
1032,ver,ponencias
1033,proyectados,ponencias
1034,en,ponencias
1035,las,ponencias
1036,televisiones,ponencias
1037,que,ponencias
1038,están,ponencias
1039,en,ponencias
1040,el,ponencias
1041,hall,ponencias
1042,para,ponencias
1043,que,ponencias
1044,veáis,ponencias
1045,un,ponencias
1046,poquito,ponencias
1047,cómo,ponencias
1048,han,ponencias
1049,resuelto,ponencias
1050,problemas,ponencias
1051,vuestros,ponencias
1052,compañeros,ponencias
1053,esto,ponencias
1054,es,ponencias
1055,un,ponencias
1056,acto,ponencias
1057,de,ponencias
1058,generosidad,ponencias
1059,increíble,ponencias
1060,increíble,ponencias
1061,increíble,ponencias
1062,increíble,ponencias
1063,de,ponencias
1064,verdad,ponencias
1065,para,ponencias
1066,nosotros,ponencias
1067,es,ponencias
1068,fantástico,ponencias
1069,que,ponencias
1070,ocurran,ponencias
1071,estas,ponencias
1072,cosas,ponencias
1073,vale,ponencias
1074,también,ponencias
1075,dijimos,ponencias
1076,vamos,ponencias
1077,hacer,ponencias
1078,encuentros,ponencias
1079,más,ponencias
1080,encuentros,ponencias
1081,porque,ponencias
1082,hay,ponencias
1083,que,ponencias
1084,reencontrar,ponencias
1085,sé,ponencias
1086,que,ponencias
1087,verse,ponencias
1088,se,ponencias
1089,gobia,ponencias
1090,haen,ponencias
1091,el,ponencias
1092,encuentro,ponencias
1093,de,ponencias
1094,analiza,ponencias
1095,cada,ponencias
1096,vez,ponencias
1097,que,ponencias
1098,organizamos,ponencias
1099,este,ponencias
1100,evento,ponencias
1101,la,ponencias
1102,respuesta,ponencias
1103,es,ponencias
1104,lo,ponencias
1105,que,ponencias
1106,veis,ponencias
1107,si,ponencias
1108,os,ponencias
1109,hechais,ponencias
1110,para,ponencias
1111,atrás,ponencias
1112,miráis,ponencias
1113,alrededor,ponencias
1114,cómo,ponencias
1115,no,ponencias
1116,vamos,ponencias
1117,seguir,ponencias
1118,haciéndolo,ponencias
1119,cómo,ponencias
1120,no,ponencias
1121,vamos,ponencias
1122,seguir,ponencias
1123,aportando,ponencias
1124,haciendo,ponencias
1125,que,ponencias
1126,se,ponencias
1127,pueda,ponencias
1128,construir,ponencias
1129,este,ponencias
1130,proyecto,ponencias
1131,por,ponencias
1132,supuesto,ponencias
1133,por,ponencias
1134,supuesto,ponencias
1135,espacios,ponencias
1136,para,ponencias
1137,la,ponencias
1138,formación,ponencias
1139,permanente,ponencias
1140,ahora,ponencias
1141,lo,ponencias
1142,que,ponencias
1143,los,ponencias
1144,modernos,ponencias
1145,llaman,ponencias
1146,longline,ponencias
1147,la,ponencias
1148,iflerning,ponencias
1149,yo,ponencias
1150,fue,ponencias
1151,contar,ponencias
1152,una,ponencias
1153,lágrota,ponencias
1154,yo,ponencias
1155,cuando,ponencias
1156,era,ponencias
1157,pequeño,ponencias
1158,estaba,ponencias
1159,deseando,ponencias
1160,ser,ponencias
1161,mayor,ponencias
1162,para,ponencias
1163,no,ponencias
1164,tener,ponencias
1165,que,ponencias
1166,hacer,ponencias
1167,deberes,ponencias
1168,porque,ponencias
1169,decía,ponencias
1170,que,ponencias
1171,los,ponencias
1172,mayores,ponencias
1173,ya,ponencias
1174,no,ponencias
1175,estudian,ponencias
1176,cuando,ponencias
1177,se,ponencias
1178,ponen,ponencias
1179,trabajar,ponencias
1180,veces,ponencias
1181,me,ponencias
1182,siento,ponencias
1183,estafado,ponencias
1184,vale,ponencias
1185,pero,ponencias
1186,es,ponencias
1187,verdad,ponencias
1188,vivimos,ponencias
1189,en,ponencias
1190,un,ponencias
1191,mundo,ponencias
1192,hemos,ponencias
1193,elegido,ponencias
1194,trabajar,ponencias
1195,en,ponencias
1196,un,ponencias
1197,sector,ponencias
1198,en,ponencias
1199,el,ponencias
1200,que,ponencias
1201,no,ponencias
1202,hay,ponencias
1203,otra,ponencias
1204,solución,ponencias
1205,que,ponencias
1206,hacerlo,ponencias
1207,encantados,ponencias
1208,de,ponencias
1209,la,ponencias
1210,vida,ponencias
1211,os,ponencias
1212,ponemos,ponencias
1213,espacios,ponencias
1214,de,ponencias
1215,talleres,ponencias
1216,nos,ponencias
1217,generáis,ponencias
1218,el,ponencias
1219,problema,ponencias
1220,de,ponencias
1221,que,ponencias
1222,no,ponencias
1223,hay,ponencias
1224,plazas,ponencias
1225,para,ponencias
1226,todo,ponencias
1227,el,ponencias
1228,mundo,ponencias
1229,este,ponencias
1230,se,ponencias
1231,leja,ponencias
1232,en,ponencias
1233,hoy,ponencias
1234,día,ponencias
1235,si,ponencias
1236,vamos,ponencias
1237,hacer,ponencias
1238,una,ponencias
1239,revista,ponencias
1240,boletín,ponencias
1241,una,ponencias
1242,newsletter,ponencias
1243,porque,ponencias
1244,claro,ponencias
1245,para,ponencias
1246,que,ponencias
1247,tenerlos,ponencias
1248,todos,ponencias
1249,informados,ponencias
1250,permanentemente,ponencias
1251,ya,ponencias
1252,sabéis,ponencias
1253,la,ponencias
1254,comunicación,ponencias
1255,que,ponencias
1256,es,ponencias
1257,eso,ponencias
1258,que,ponencias
1259,tanto,ponencias
1260,falta,ponencias
1261,tantas,ponencias
1262,veces,ponencias
1263,porque,ponencias
1264,la,ponencias
1265,avorices,ponencias
1266,escuchao,ponencias
1267,es,ponencias
1268,que,ponencias
1269,en,ponencias
1270,mi,ponencias
1271,familia,ponencias
1272,hay,ponencias
1273,poca,ponencias
1274,comunicación,ponencias
1275,en,ponencias
1276,mi,ponencias
1277,trabajo,ponencias
1278,hay,ponencias
1279,poca,ponencias
1280,comunicación,ponencias
1281,todos,ponencias
1282,dios,ponencias
1283,digamos,ponencias
1284,vamos,ponencias
1285,ponerle,ponencias
1286,remedio,ponencias
1287,vamos,ponencias
1288,hacer,ponencias
1289,un,ponencias
1290,sistema,ponencias
1291,algo,ponencias
1292,que,ponencias
1293,permita,ponencias
1294,que,ponencias
1295,podamos,ponencias
1296,todo,ponencias
1297,el,ponencias
1298,contenido,ponencias
1299,que,ponencias
1300,se,ponencias
1301,genera,ponencias
1302,en,ponencias
1303,el,ponencias
1304,marco,ponencias
1305,de,ponencias
1306,la,ponencias
1307,comunidad,ponencias
1308,compartirlo,ponencias
1309,lo,ponencias
1310,hicimos,ponencias
1311,un,ponencias
1312,poquito,ponencias
1313,con,ponencias
1314,manek,ponencias
1315,en,ponencias
1316,realidad,ponencias
1317,si,ponencias
1318,os,ponencias
1319,seguiré,ponencias
1320,sin,ponencias
1321,cero,ponencias
1322,un,ponencias
1323,poco,ponencias
1324,con,ponencias
1325,el,ponencias
1326,subidón,ponencias
1327,del,ponencias
1328,primer,ponencias
1329,evento,ponencias
1330,esto,ponencias
1331,fue,ponencias
1332,así,ponencias
1333,fijaros,ponencias
1334,ya,ponencias
1335,llevamos,ponencias
1336,10,ponencias
1337,tenemos,ponencias
1338,un,ponencias
1339,gran,ponencias
