id,nombre_etiqueta,source
372,mayores,ponencias
373,estudian,ponencias
374,ponen,ponencias
375,trabajar,ponencias
376,siento,ponencias
377,estafado,ponencias
378,vivimos,ponencias
379,elegido,ponencias
380,trabajar,ponencias
381,sector,ponencias
382,solución,ponencias
383,hacerlo,ponencias
384,encantados,ponencias
385,vida,ponencias
386,ponemos,ponencias
387,espacios,ponencias
388,talleres,ponencias
389,generáis,ponencias
390,problema,ponencias
391,plazas,ponencias
392,leja,ponencias
393,revista,ponencias
394,boletín,ponencias
395,newsletter,ponencias
396,tenerlos,ponencias
397,informados,ponencias
398,permanentemente,ponencias
399,sabéis,ponencias
400,comunicación,ponencias
401,falta,ponencias
402,tantas,ponencias
403,avorices,ponencias
404,escuchao,ponencias
405,familia,ponencias
406,poca,ponencias
407,comunicación,ponencias
408,trabajo,ponencias
409,poca,ponencias
410,comunicación,ponencias
411,dios,ponencias
412,digamos,ponencias
413,ponerle,ponencias
414,remedio,ponencias
415,sistema,ponencias
416,permita,ponencias
417,podamos,ponencias
418,contenido,ponencias
419,genera,ponencias
420,marco,ponencias
421,comunidad,ponencias
422,compartirlo,ponencias
423,hicimos,ponencias
424,poquito,ponencias
425,manek,ponencias
426,realidad,ponencias
427,seguiré,ponencias
428,cero,ponencias
429,subidón,ponencias
430,primer,ponencias
431,evento,ponencias
432,fijaros,ponencias
433,llevamos,ponencias
434,gran,ponencias
435,problema,ponencias
436,números,ponencias
437,decidir,ponencias
438,sale,ponencias
439,sale,ponencias
440,complicado,ponencias
441,dedicas,ponencias
442,comunicación,ponencias
443,intentas,ponencias
444,generar,ponencias
445,contenido,ponencias
446,generáis,ponencias
447,contenido,ponencias
448,complicáis,ponencias
449,muchísimo,ponencias
450,vida,ponencias
451,dejéis,ponencias
452,hacerlo,ponencias
453,favor,ponencias
454,pusimos,ponencias
455,hito,ponencias
456,comunidad,ponencias
457,convirtió,ponencias
458,alumno,ponencias
459,hizo,ponencias
460,profesor,ponencias
461,sus,ponencias
462,compañeros,ponencias
463,jesús,ponencias
464,mereció,ponencias
465,plausa,ponencias
466,forbáres,ponencias
467,acto,ponencias
468,generosidad,ponencias
469,jesús,ponencias
470,estuvo,ponencias
471,altura,ponencias
472,hizo,ponencias
473,hizo,ponencias
474,consiguió,ponencias
475,buscábamos,ponencias
476,taller,ponencias
477,pensamos,ponencias
478,cuanto,ponencias
479,probosbusimos,ponencias
480,tardó,ponencias
481,consiguió,ponencias
482,estallara,ponencias
483,cabeza,ponencias
484,dijera,ponencias
485,serio,ponencias
486,utilidad,ponencias
487,comunidad,ponencias
488,jesús,ponencias
489,poniendo,ponencias
490,delante,ponencias
491,sitos,ponencias
492,seguir,ponencias
493,haciendo,ponencias
494,seguir,ponencias
495,trabajando,ponencias
496,firmemente,ponencias
497,concepto,ponencias
498,comunidad,ponencias
499,principio,ponencias
500,primeras,ponencias
501,pilotos,ponencias
502,éstos,ponencias
503,entrañables,ponencias
504,pilotos,ponencias
505,carles,ponencias
506,decíamos,ponencias
507,curso,ponencias
508,formación,ponencias
509,pequeñita,ponencias
510,comunidad,ponencias
511,iniciamos,ponencias
512,curso,ponencias
513,decimos,ponencias
514,comunidad,ponencias
515,pegada,ponencias
516,curso,ponencias
517,importancia,ponencias
518,concepto,ponencias
519,comunidad,ponencias
520,seguida,ponencias
521,transmitimos,ponencias
522,percibíes,ponencias
523,alumnos,ponencias
524,promocción,ponencias
525,coincidido,ponencias
526,sesiones,ponencias
527,evento,ponencias
528,espero,ponencias
529,terminado,ponencias
530,espero,ponencias
531,vean,ponencias
532,corriendo,ponencias
533,jornadas,ponencias
534,sentido,ponencias
535,entendamos,ponencias
536,contexto,ponencias
537,seguir,ponencias
538,haciendo,ponencias
539,intentaremos,ponencias
540,compañía,ponencias
541,equipo,ponencias
542,detrás,ponencias
543,quiere,ponencias
544,impulsar,ponencias
545,evento,ponencias
546,intentamos,ponencias
547,innovar,ponencias
548,poquito,ponencias
549,ppp,ponencias
550,congreso,ponencias
551,información,ponencias
552,original,ponencias
553,auténtico,ponencias
554,válido,ponencias
555,tarjeta,ponencias
556,falta,ponencias
557,expliquemos,ponencias
558,funciona,ponencias
559,queáis,ponencias
560,identificáis,ponencias
561,podréis,ponencias
562,interactuar,ponencias
563,querido,ponencias
564,tuviesis,ponencias
565,espacio,ponencias
566,pudiesis,ponencias
567,consultar,ponencias
568,agenda,ponencias
569,sesiones,ponencias
570,pudiesis,ponencias
571,registrar,ponencias
572,asistencia,ponencias
573,queréis,ponencias
574,emitamos,ponencias
575,certificado,ponencias
576,nuestras,ponencias
577,entidades,ponencias
578,presentar,ponencias
579,vuestra,ponencias
580,sencidad,ponencias
581,recursos,ponencias
582,humanos,ponencias
583,asistencia,ponencias
584,formulario,ponencias
585,localizaciones,ponencias
586,interés,ponencias
587,secciones,ponencias
588,forman,ponencias
589,innovación,ponencias
590,querido,ponencias
591,implementar,ponencias
592,queremos,ponencias
593,congreso,ponencias
594,queremos,ponencias
595,participativo,ponencias
596,vuestra,ponencias
597,compañeros,ponencias
598,participar,ponencias
599,participar,ponencias
600,quizá,ponencias
601,hacerlo,ponencias
602,través,ponencias
603,puesto,ponencias
604,sección,ponencias
605,específica,ponencias
606,llama,ponencias
607,queráis,ponencias
608,queremos,ponencias
609,pongáis,ponencias
610,queréis,ponencias
611,escuchéis,ponencias
612,ponencia,ponencias
613,escuchéis,ponencias
614,digáis,ponencias
615,pesados,ponencias
616,queráis,ponencias
617,innovación,ponencias
618,escribáis,ponencias
619,términos,ponencias
620,cuestiones,ponencias
621,susciten,ponencias
622,delante,ponencias
623,queremos,ponencias
624,pintar,ponencias
625,lienzo,ponencias
626,tengamos,ponencias
627,compartirlo,ponencias
628,veáis,ponencias
629,largo,ponencias
630,ponencias,ponencias
631,encontrar,ponencias
632,términos,ponencias
633,resuman,ponencias
634,gráfica,ponencias
635,hablar,ponencias
636,escuchar,ponencias
637,secciones,ponencias
638,sobra,ponencias
639,explicarlas,ponencias
640,demasiado,ponencias
641,talleres,ponencias
642,espacio,ponencias
643,lágras,ponencias
644,votaciones,ponencias
645,ponencias,ponencias
646,elenco,ponencias
647,ponentes,ponencias
648,fantástico,ponencias
649,ponencias,ponencias
650,chulas,ponencias
651,queremos,ponencias
652,puntuemos,ponencias
653,ganadores,ponencias
654,perdidores,ponencias
655,amable,ponencias
656,divertido,ponencias
657,obtenga,ponencias
658,llevará,ponencias
659,nuestros,ponencias
660,trofeos,ponencias
661,pueda,ponencias
662,ponerlo,ponencias
663,mesa,ponencias
664,ilucirlo,ponencias
665,orgullo,ponencias
666,sus,ponencias
667,compañeros,ponencias
668,decidido,ponencias
669,intervención,ponencias
670,merece,ponencias
671,pena,ponencias
672,visto,ponencias
673,votar,ponencias
674,sabría,ponencias
675,votar,ponencias
676,posters,ponencias
677,posibilidad,ponencias
678,hacerlo,ponencias
679,espero,ponencias
680,largo,ponencias
681,jornada,ponencias
682,disfruteéis,ponencias
683,aprendáis,ponencias
684,aprovechéis,ponencias
685,máximo,ponencias
686,escaso,ponencias
687,reencontraros,ponencias
688,paréntesis,ponencias
689,hacéis,ponencias
690,noviembre,ponencias
691,trata,ponencias
692,intentar,ponencias
693,resumir,ponencias
694,frase,ponencias
695,comunidad,ponencias
696,formación,ponencias
697,une,ponencias
698,crecer,ponencias
699,aprender,ponencias
700,juntos,ponencias
701,descubrir,ponencias
702,apoyándonos,ponencias
703,capaces,ponencias
704,llegar,ponencias
705,imaginamos,ponencias
706,comunidad,ponencias
707,gestionabanza,ponencias
708,paso,ponencias
709,compartido,ponencias
710,logro,ponencias
711,quedar,ponencias
712,frase,ponencias
713,gustaría,ponencias
714,frase,ponencias
715,estuviera,ponencias
716,vuestras,ponencias
717,cabezas,ponencias
718,jornada,ponencias
719,reflexionaréis,ponencias
720,escrito,ponencias
721,realidad,ponencias
722,vivir,ponencias
723,vivimos,ponencias
724,poquito,ponencias
725,paso,ponencias
726,juancho,ponencias
727,juancho,ponencias
728,redondo,ponencias
729,ceo,ponencias
730,grupo,ponencias
731,espúlico,ponencias
732,bienvenida,ponencias
733,dedicarnos,ponencias
734,palabras,ponencias
735,dedicaros,ponencias
736,palabras,ponencias
737,formamos,ponencias
738,grupo,ponencias
739,espúlico,ponencias
740,jornada,ponencias
741,especial,ponencias
742,gustaría,ponencias
743,estuviera,ponencias
744,compañía,ponencias
745,compañía,ponencias
746,encantaría,ponencias
747,juancho,ponencias
748,quieras,ponencias
749,amonferno,ponencias
750,ricardo,ponencias
751,encuentro,ponencias
752,anual,ponencias
753,recuerdo,ponencias
754,pasa,ponencias
755,hablo,ponencias
756,regal,ponencias
757,ena,ponencias
758,mensaje,ponencias
759,leís,ponencias
760,hanse,ponencias
761,recordando,ponencias
762,mensajes,ponencias
763,atrás,ponencias
764,primer,ponencias
765,abre,ponencias
766,actitud,ponencias
767,actitud,ponencias
768,impulsar,ponencias
769,borajine,ponencias
770,transformación,ponencias
771,digital,ponencias
772,olvidar,ponencias
773,cuestión,ponencias
774,actitud,ponencias
775,hable,ponencias
776,proceso,ponencias
777,ciclo,ponencias
778,aprendizaje,ponencias
779,competencia,ponencias
780,competencia,ponencias
781,inconsciencia,ponencias
782,conciencia,ponencias
783,supone,ponencias
784,necesidad,ponencias
785,avanzar,ponencias
786,ciclo,ponencias
787,aprendizaje,ponencias
788,apuesta,ponencias
789,hacíamos,ponencias
790,encapacitar,ponencias
791,nuestros,ponencias
792,usuarios,ponencias
793,volvernos,ponencias
794,imprescindibles,ponencias
795,vehículo,ponencias
796,entendimiento,ponencias
797,hablo,ponencias
798,complicado,ponencias
799,eventos,ponencias
800,gusta,ponencias
801,posible,ponencias
802,eventos,ponencias
803,aprendo,ponencias
804,aprendo,ponencias
805,primer,ponencias
806,sorprendido,ponencias
807,hacéis,ponencias
808,deciros,ponencias
809,mirar,ponencias
810,asuste,ponencias
811,hablar,ponencias
812,inteligencia,ponencias
813,artificial,ponencias
814,tocaré,ponencias
815,rebote,ponencias
816,acaso,ponencias
817,hablar,ponencias
818,quizás,ponencias
819,hablar,ponencias
820,primario,ponencias
821,suele,ponencias
822,desaparecido,ponencias
823,quiero,ponencias
824,hablar,ponencias
825,orden,ponencias
826,orden,ponencias
827,orden,ponencias
828,ordenado,ponencias
829,ordenado,ponencias
830,vida,ponencias
831,orden,ponencias
832,normalmente,ponencias
833,suele,ponencias
834,mordes,ponencias
835,cuidar,ponencias
836,humano,ponencias
837,tiende,ponencias
838,descuidar,ponencias
839,orden,ponencias
840,tecnología,ponencias
841,desordenarnos,ponencias
842,hablamos,ponencias
843,orden,ponencias
844,mirar,ponencias
845,orden,ponencias
846,vinculado,ponencias
847,viviendo,ponencias
848,proceso,ponencias
849,transformación,ponencias
850,digital,ponencias
851,embase,ponencias
852,capacitación,ponencias
853,orden,ponencias
854,orden,ponencias
855,fundamental,ponencias
856,súper,ponencias
857,asimilado,ponencias
858,aprender,ponencias
859,multiplicar,ponencias
860,dividir,ponencias
861,aprender,ponencias
862,sumar,ponencias
863,llevamos,ponencias
864,transformación,ponencias
865,digital,ponencias
866,empezar,ponencias
867,trámites,ponencias
868,reglados,ponencias
869,tendremos,ponencias
870,aprender,ponencias
871,empezar,ponencias
872,utilizar,ponencias
873,analítica,ponencias
874,avanzada,ponencias
875,tendremos,ponencias
876,entender,ponencias
877,proceso,ponencias
878,capacitación,ponencias
879,planificada,ponencias
880,ordenada,ponencias
881,eficiente,ponencias
882,olvidar,ponencias
883,cuestión,ponencias
884,mirar,ponencias
885,reír,ponencias
886,ricardo,ponencias
887,siento,ponencias
888,fao,ponencias
889,cuestiones,ponencias
890,matemáticas,ponencias
891,historia,ponencias
892,aprendizaje,ponencias
893,maduro,ponencias
894,limitado,ponencias
895,lamentablemente,ponencias
896,proceso,ponencias
897,transformación,ponencias
898,digital,ponencias
899,maduro,ponencias
900,exige,ponencias
901,constante,ponencias
902,aprendizaje,ponencias
903,fácil,ponencias
904,requerir,ponencias
905,permanentemente,ponencias
906,actualizarse,ponencias
907,actualizarse,ponencias
908,tecnología,ponencias
909,velocidad,ponencias
910,vertiginosa,ponencias
911,impartía,ponencias
912,primer,ponencias
913,curso,ponencias
914,certificación,ponencias
915,imparte,ponencias
916,curso,ponencias
917,certificación,ponencias
918,cambiado,ponencias
919,primer,ponencias
920,generación,ponencias
921,empezar,ponencias
922,dinámica,ponencias
923,mejora,ponencias
924,continua,ponencias
925,perder,ponencias
926,tren,ponencias
927,aseminurado,ponencias
928,entendido,ponencias
929,sprint,ponencias
930,carrera,ponencias
931,fondo,ponencias
932,permanentemente,ponencias
933,actualizándolo,ponencias
934,habla,ponencias
935,tecnologías,ponencias
936,habla,ponencias
937,entendiendo,ponencias
938,microentendiendo,ponencias
939,pasando,ponencias
940,cuestión,ponencias
941,vincular,ponencias
942,orden,ponencias
943,planificación,ponencias
944,mejora,ponencias
945,continua,ponencias
946,cuestión,ponencias
947,mirar,ponencias
948,solos,ponencias
949,junto,ponencias
950,junto,ponencias
951,quizás,ponencias
952,impulsamos,ponencias
953,decidida,ponencias
954,proceso,ponencias
955,transformación,ponencias
956,digital,ponencias
957,dejar,ponencias
958,atrás,ponencias
959,proceso,ponencias
960,transformación,ponencias
961,digital,ponencias
962,trasciende,ponencias
963,rol,ponencias
964,institución,ponencias
965,afecta,ponencias
966,transversalmente,ponencias
967,institución,ponencias
968,oficios,ponencias
969,forman,ponencias
970,entidad,ponencias
971,pública,ponencias
972,sometidas,ponencias
973,proceso,ponencias
974,transformación,ponencias
975,digital,ponencias
976,intentar,ponencias
977,quede,ponencias
978,atrás,ponencias
979,trabajo,ponencias
980,equipo,ponencias
981,trabajo,ponencias
982,transciende,ponencias
983,propia,ponencias
984,entidad,ponencias
985,propio,ponencias
986,ayuntamiento,ponencias
987,expúblico,ponencias
988,transciende,ponencias
989,debe,ponencias
990,empujar,ponencias
991,línea,ponencias
992,entender,ponencias
993,rismo,ponencias
994,llegar,ponencias
995,alcanzar,ponencias
996,nivel,ponencias
997,mínimo,ponencias
998,intentar,ponencias
999,cuestión,ponencias
1000,individual,ponencias
1001,comunidad,ponencias
1002,ricardo,ponencias
1003,respecto,ponencias
1004,firmemente,ponencias
1005,comunidad,ponencias
1006,piensas,ponencias
1007,dices,ponencias
1008,comunidad,ponencias
1009,suele,ponencias
1010,parecemos,ponencias
1011,pelaje,ponencias
1012,pueblo,ponencias
1013,suelen,ponencias
1014,unir,ponencias
1015,necesidades,ponencias
1016,similares,ponencias
1017,suelen,ponencias
1018,unir,ponencias
1019,capacidades,ponencias
1020,similares,ponencias
1021,suelen,ponencias
1022,unir,ponencias
1023,herramientas,ponencias
1024,similares,ponencias
1025,suelen,ponencias
1026,unir,ponencias
1027,suene,ponencias
1028,interés,ponencias
1029,común,ponencias
1030,ricardo,ponencias
1031,comunidad,ponencias
1032,comunidad,ponencias
1033,entendemos,ponencias
1034,comprendemos,ponencias
1035,base,ponencias
1036,escuchamos,ponencias
1037,aprendemos,ponencias
1038,orientamos,ponencias
1039,futuro,ponencias
1040,critican,ponencias
1041,agradables,ponencias
1042,deporte,ponencias
1043,escucháis,ponencias
1044,raíz,ponencias
1045,equivocue,ponencias
1046,escuchamos,ponencias
1047,hiper,ponencias
1048,activa,ponencias
1049,nuestra,ponencias
1050,comunidad,ponencias
1051,conocéis,ponencias
1052,entendéis,ponencias
1053,nuestra,ponencias
1054,obligación,ponencias
1055,escucharos,ponencias
1056,viviendo,ponencias
1057,vuestra,ponencias
1058,realidad,ponencias
1059,vivís,ponencias
1060,realidad,ponencias
1061,rica,ponencias
1062,entender,ponencias
1063,orienta,ponencias
1064,tomar,ponencias
1065,decisiones,ponencias
1066,mira,ponencias
1067,penseis,ponencias
1068,decisión,ponencias
1069,nace,ponencias
1070,capricho,ponencias
1071,nace,ponencias
1072,reflexión,ponencias
1073,diría,ponencias
1074,colectiva,ponencias
1075,lógicamente,ponencias
1076,papel,ponencias
1077,comunidad,ponencias
1078,juega,ponencias
1079,papel,ponencias
1080,determinante,ponencias
1081,verde,ponencias
1082,vista,ponencias
1083,público,ponencias
1084,verde,ponencias
1085,vista,ponencias
1086,llega,ponencias
1087,público,ponencias
1088,enriquecer,ponencias
1089,enriquece,ponencias
1090,vuestras,ponencias
1091,explicaciones,ponencias
1092,vuestras,ponencias
1093,ponencias,ponencias
1094,enriqueceis,ponencias
1095,compañeros,ponencias
1096,ricardo,ponencias
1097,acto,ponencias
1098,generosidad,ponencias
1099,vinculamos,ponencias
1100,comunidad,ponencias
1101,orden,ponencias
1102,mirar,ponencias
1103,comunidad,ponencias
1104,comunidad,ponencias
1105,necesita,ponencias
1106,canales,ponencias
1107,comunidad,ponencias
1108,necesita,ponencias
1109,orden,ponencias
1110,expresar,ponencias
1111,ordenada,ponencias
1112,fuerza,ponencias
1113,asociamos,ponencias
1114,reuniones,ponencias
1115,comunidades,ponencias
1116,jaula,ponencias
1117,gríos,ponencias
1118,parar,ponencias
1119,comunidad,ponencias
1120,tenga,ponencias
1121,canales,ponencias
1122,tenga,ponencias
1123,eventos,ponencias
1124,tenga,ponencias
1125,sistemática,ponencias
1126,trabajar,ponencias
1127,potencia,ponencias
1128,comunidad,ponencias
1129,canalice,ponencias
1130,aprovecha,ponencias
1131,máximo,ponencias
1132,orden,ponencias
1133,estructura,ponencias
1134,comunidad,ponencias
1135,eficiencia,ponencias
1136,tecnologías,ponencias
1137,orden,ponencias
1138,sería,ponencias
1139,largo,ponencias
1140,hablar,ponencias
1141,mirar,ponencias
1142,cuántica,ponencias
1143,inteligencia,ponencias
1144,artificial,ponencias
1145,sobrevaloradas,ponencias
1146,tecnologías,ponencias
1147,ponga,ponencias
1148,duda,ponencias
1149,revolucionar,ponencias
1150,futuro,ponencias
1151,interoperabilidad,ponencias
1152,padro,ponencias
1153,marcha,ponencias
1154,reto,ponencias
1155,online,ponencias
1156,aparte,ponencias
1157,interoperabilidad,ponencias
1158,dato,ponencias
1159,real,ponencias
1160,herramientas,ponencias
1161,nuestra,ponencias
1162,disposición,ponencias
1163,empezamos,ponencias
1164,estructurar,ponencias
1165,datos,ponencias
1166,poderosas,ponencias
1167,robótica,ponencias
1168,tecnología,ponencias
1169,próxima,ponencias
1170,efectivamente,ponencias
1171,tecnologías,ponencias
1172,empezamos,ponencias
1173,descubrir,ponencias
1174,futuro,ponencias
1175,haya,ponencias
1176,loco,ponencias
1177,humano,ponencias
1178,desordeta,ponencias
1179,merri,ponencias
1180,pliego,ponencias
1181,leía,ponencias
1182,administración,ponencias
1183,pedía,ponencias
1184,granel,ponencias
1185,agentes,ponencias
1186,inteligencia,ponencias
1187,artificial,ponencias
1188,palo,ponencias
1189,seja,ponencias
1190,inteligencia,ponencias
1191,artificial,ponencias
1192,consecuencia,ponencias
1193,desarrollo,ponencias
1194,tecnologías,ponencias
1195,hipercabias,ponencias
1196,vaya,ponencias
1197,chapoz,ponencias
1198,puesto,ponencias
1199,administración,ponencias
1200,pública,ponencias
1201,electrónica,ponencias
1202,pego,ponencias
1203,precio,ponencias
1204,renob,ponencias
1205,clío,ponencias
1206,deras,ponencias
1207,ofertas,ponencias
1208,confesionarios,ponencias
1209,serio,ponencias
1210,inteligencia,ponencias
1211,serio,ponencias
1212,inteligencia,ponencias
1213,artificial,ponencias
1214,regular,ponencias
1215,certificar,ponencias
1216,deben,ponencias
1217,orden,ponencias
1218,tender,ponencias
1219,empezar,ponencias
1220,construir,ponencias
